epoch,train_loss,val_mse,val_mae,val_rmse
1,17555.221340286756,14413.703,87.59224,120.05708
2,12925.955566098264,10983.043,74.9043,104.80001
3,10319.684583494307,9136.343,69.30695,95.58422
4,8992.318439081817,8284.253,67.81256,91.01787
5,8428.620291261275,7972.85,68.1224,89.29082
6,8240.59831829704,7887.205,68.79613,88.80994
7,8195.909142359578,7873.266,69.22168,88.73143
8,8269.220678578504,7213.554,64.948395,84.93265
9,5321.759077830319,4017.538,38.093475,63.384052
10,3585.035594190913,3272.9856,35.821712,57.210014
11,2823.353300473572,2484.4614,30.48601,49.84437
12,2290.6944907005427,2139.3628,28.639088,46.253246
13,1888.1751546829664,2118.986,29.23868,46.032448
14,1573.3885793251604,2372.4377,29.872375,48.707676
15,1258.0615740088267,2722.5596,31.743029,52.178154
16,987.9507782378954,2678.2334,31.659975,51.75165
17,778.2500749792295,2717.5747,31.427277,52.130363
18,690.0058725799064,2523.928,30.603596,50.23871
19,565.5465785768002,2590.112,31.035631,50.893143
20,472.4153079440378,2639.4622,31.970978,51.375694
21,418.0763539501588,2601.5232,31.145498,51.00513
22,383.7612319701825,3035.5017,34.007133,55.095387
23,334.3716981858222,2643.877,31.022047,51.418644
24,250.67212213530914,2720.1301,32.3679,52.154865
25,162.25868729593415,2841.869,32.46466,53.30918
26,121.86400530427615,2860.7869,32.367588,53.486324
27,101.26852798413792,2848.964,32.38657,53.375687
28,85.58683367137637,2779.664,32.077755,52.72252
29,75.01119097361607,2858.2556,32.02242,53.462658
30,64.52897228646643,2883.1318,32.483818,53.6948
31,67.76038464131986,2879.525,32.78867,53.661205
32,47.623152920889105,2871.7095,32.68958,53.588333
33,41.52028555044148,2921.8389,32.934467,54.054035
34,37.1923362911913,2830.937,32.641296,53.20655
35,30.935990884924532,2940.7666,33.124077,54.228836
36,25.072618545131846,3004.5112,33.376987,54.813423
37,23.317313572400092,2979.053,33.435425,54.5807
38,21.644211531256882,2946.066,33.157387,54.277676
