epoch,train_loss,val_mse,val_mae,val_rmse
1,11537.665760023687,7973.3477,66.60418,89.2936
2,6846.9277211315375,6393.2534,62.86343,79.957825
3,6315.004641547917,6320.116,63.46363,79.49916
4,6301.468400184991,6320.0625,63.466393,79.49882
5,6301.63026663687,6319.3267,63.519382,79.494194
6,6301.445311680049,6319.131,63.542316,79.49296
7,6301.913199041143,6318.646,63.57169,79.489914
8,4328.674222434814,3019.9004,39.64368,54.95362
9,2845.0752854295424,2362.4863,33.243317,48.605415
10,2341.0045240183986,1794.4661,28.950077,42.361137
11,2084.2728442152356,1875.2415,29.037373,43.304058
12,1923.995448050443,1829.5499,28.990114,42.77324
13,1759.0904559060775,1872.226,28.895681,43.269226
14,1553.6557732097212,2069.9707,32.551785,45.49693
15,1293.343071536539,2203.604,32.727608,46.942562
16,984.8226421862751,3155.3567,44.900608,56.17256
17,1186.7481137507593,2264.503,32.630096,47.586792
18,614.4594457065489,2658.6711,36.0048,51.5623
19,461.5820650316615,2454.6565,33.7133,49.54449
20,366.53192579473574,2401.5176,34.18742,49.00528
21,295.5002841730596,2508.8577,34.823986,50.088497
22,192.8727992577331,2576.3767,35.60174,50.758022
23,167.9026469025931,2542.7227,35.962006,50.425415
24,149.1717668748844,2517.671,36.20867,50.1764
25,122.54966290224036,2471.3162,35.387505,49.712334
26,122.73186222640618,2589.1868,36.028328,50.884052
27,95.50643639389445,2581.125,35.926945,50.804775
28,94.86196029525651,2560.0688,36.271317,50.597122
29,74.29902341278886,2586.2942,36.07056,50.85562
30,84.90278615733884,2573.688,36.104282,50.73153
31,77.491434910205,2670.8096,37.28215,51.679874
32,44.14826268809832,2594.238,36.374813,50.933662
33,29.155092965136156,2563.8904,36.221157,50.634872
34,27.980767737756633,2562.3596,36.491665,50.619755
35,51.69029117064285,2534.0166,36.206528,50.339016
